"","logFC","AveExpr","t","P.Value","adj.P.Val","gene_id","gene"
"ENSG00000148834",3.7906601410756,6.36387284884367,53.1288175035104,1.7894078169887e-19,2.24384776332041e-15,"ENSG00000148834","GSTO1"
"ENSG00000170542",5.16895260214728,7.26820676543903,52.9879283036519,1.86893866676696e-19,2.24384776332041e-15,"ENSG00000170542","SERPINB9"
"ENSG00000143878",3.81594590893425,5.35418394052789,49.3399783854525,5.69142577373956e-19,3.62471444000842e-15,"ENSG00000143878","RHOB"
"ENSG00000104332",-5.73319266206074,7.60208249870318,-49.165550063706,6.0381716475236e-19,3.62471444000842e-15,"ENSG00000104332","SFRP1"
"ENSG00000158828",2.94625451809893,6.15332314311551,48.1476033308369,8.34046357113455e-19,4.00542422540165e-15,"ENSG00000158828","PINK1"
"ENSG00000095739",4.98021117709854,5.5663062176942,45.6628123369075,1.91172720959461e-18,7.65073229279762e-15,"ENSG00000095739","BAMBI"
"ENSG00000075673",6.58922894176032,3.97054992539329,42.5716337624973,5.74739517337654e-18,1.97152075575882e-14,"ENSG00000075673","ATP12A"
"ENSG00000125968",3.79273700268812,6.73904008798195,40.3665376604784,1.3065371304709e-17,3.92157119710839e-14,"ENSG00000125968","ID1"
"ENSG00000115738",5.18866801261627,5.07751609853854,36.015925660091,7.72815410296088e-17,1.91343384064722e-13,"ENSG00000115738","ID2"
"ENSG00000113196",13.254151385964,-1.92444409033663,36.1499831806535,7.96865667435957e-17,1.91343384064722e-13,"ENSG00000113196","HAND1"
"ENSG00000115414",5.66545069248505,8.1374011346675,34.7938889606539,1.32368506075221e-16,2.88948415261656e-13,"ENSG00000115414","FN1"
"ENSG00000181449",-4.55457814599455,6.71431390654648,-33.2406758556012,2.68233569814555e-16,4.74027123981917e-13,"ENSG00000181449","SOX2"
"ENSG00000152284",-2.6249830217086,7.27021859625109,-33.1940688543369,2.73879136533915e-16,4.74027123981917e-13,"ENSG00000152284","TCF7L1"
"ENSG00000011347",3.03967237526848,6.02689159098976,33.174692060612,2.76377633506032e-16,4.74027123981917e-13,"ENSG00000011347","SYT7"
"ENSG00000137834",5.08051734137087,4.29697576876916,32.449546155455,3.90184459933048e-16,6.24607283460822e-13,"ENSG00000137834","SMAD6"
"ENSG00000229544",3.44175522276397,5.30432002197666,31.1210531600621,7.44447060690099e-16,1.11722892633067e-12,"ENSG00000229544","NKX1-2"
"ENSG00000059804",2.16102590775242,9.64851065532478,29.7792693682818,1.47260687225676e-15,2.0767521098405e-12,"ENSG00000059804","SLC2A3"
"ENSG00000170113",3.51982904897389,5.53499203449261,29.6726560687036,1.5567856895356e-15,2.0767521098405e-12,"ENSG00000170113","NIPA1"
"ENSG00000116729",7.19354112407246,4.08063242517952,29.403783130768,1.81517390065923e-15,2.29399766855944e-12,"ENSG00000116729","WLS"
"ENSG00000134873",4.13728824950065,5.73731202772193,29.2170415238041,1.97833047911915e-15,2.37518357323045e-12,"ENSG00000134873","CLDN10"
"ENSG00000103257",2.21245896949825,9.11068859449758,29.0751847751229,2.13192085798601e-15,2.43769922104571e-12,"ENSG00000103257","SLC7A5"
"ENSG00000189120",6.10005553522464,3.03506322657897,28.894953894267,2.36075796401464e-15,2.5766600105418e-12,"ENSG00000189120","SP6"
"ENSG00000114019",3.5035519889649,6.19770042640576,28.6731392869631,2.64402374792681e-15,2.76036079283559e-12,"ENSG00000114019","AMOTL2"
"ENSG00000164292",4.99964764917136,5.36554287940384,27.650902019415,4.63906952667417e-15,4.6413890614375e-12,"ENSG00000164292","RHOBTB3"
"ENSG00000134917",-4.49538266106592,3.32312733380826,-27.2195467379756,5.90659246659224e-15,5.67316393231251e-12,"ENSG00000134917","ADAMTS8"
"ENSG00000172201",5.98009324987224,3.86262571477962,27.028017398215,6.61519505607276e-15,6.10938706486227e-12,"ENSG00000172201","ID4"
"ENSG00000133636",6.23598524498338,5.73465375795832,26.9640111674475,6.87038837907078e-15,6.11006539845362e-12,"ENSG00000133636","NTS"
"ENSG00000196352",2.92964676763659,5.13665131901832,26.801557734046,7.49128146217948e-15,6.42430894535192e-12,"ENSG00000196352","CD55"
"ENSG00000121900",5.04426795811564,3.57702993320059,26.5630074141792,8.61442196941786e-15,7.13274139067799e-12,"ENSG00000121900","TMEM54"
"ENSG00000118515",4.06100644418922,4.65548220233476,26.0406031933482,1.16781369671975e-14,9.34718082854486e-12,"ENSG00000118515","SGK1"
"ENSG00000170961",3.2795203374172,3.86808408754191,25.6928318414253,1.4357052490273e-14,1.10298633219039e-11,"ENSG00000170961","HAS2"
"ENSG00000106038",14.6062692686162,-1.30784380933083,25.8439080459384,1.46991348617744e-14,1.10298633219039e-11,"ENSG00000106038","EVX1"
"ENSG00000008311",-2.34513937364419,8.32739637559914,-25.4142480201642,1.69767529142655e-14,1.22217101810428e-11,"ENSG00000008311","AASS"
"ENSG00000184304",3.8232442673657,4.14309279827926,25.3829766407788,1.73054367047916e-14,1.22217101810428e-11,"ENSG00000184304","PRKD1"
"ENSG00000136014",-3.27260809094353,6.33528036761329,-24.7639653943012,2.52844335585219e-14,1.7070160978057e-11,"ENSG00000136014","USP44"
"ENSG00000128591",3.58447555604502,5.53758475232206,24.7445799503918,2.55924452444632e-14,1.7070160978057e-11,"ENSG00000128591","FLNC"
"ENSG00000105880",12.5466923365535,-2.37212812282227,24.3866028481619,3.47383588499132e-14,2.24035037796349e-11,"ENSG00000105880","DLX5"
"ENSG00000140564",2.2724675632499,6.8750783684712,24.1921063415988,3.61874770538053e-14,2.24035037796349e-11,"ENSG00000140564","FURIN"
"ENSG00000169242",4.8608541390693,2.91107090178272,24.1606922053343,3.69740677506114e-14,2.24035037796349e-11,"ENSG00000169242","EFNA1"
"ENSG00000158473",5.55124400415148,3.10584767246814,24.1491833086236,3.73205127097033e-14,2.24035037796349e-11,"ENSG00000158473","CD1D"
"ENSG00000174640",6.25179719355996,3.68767037934568,23.8202949006778,4.62036841290297e-14,2.705958203186e-11,"ENSG00000174640","SLCO2A1"
"ENSG00000113657",-2.52676942659062,8.9581784386423,-23.6642164718033,5.07519507959459e-14,2.86422906389761e-11,"ENSG00000113657","DPYSL3"
"ENSG00000102096",-2.54087452515361,6.30414886834606,-23.6478810075903,5.12917914990826e-14,2.86422906389761e-11,"ENSG00000102096","PIM2"
"ENSG00000114315",3.92925698312274,3.63865767048497,23.5610439575921,5.42828155000225e-14,2.9623612858785e-11,"ENSG00000114315","HES1"
"ENSG00000174721",-2.64931974425998,6.01244696586427,-23.2432488412674,6.68097315312748e-14,3.56496727450882e-11,"ENSG00000174721","FGFBP3"
"ENSG00000171345",1.90812574885495,7.2872785538693,22.7759109213839,9.11582167959069e-14,4.75845891674634e-11,"ENSG00000171345","KRT19"
"ENSG00000116679",1.73359249074076,8.48708517949872,22.740897504414,9.33280366430945e-14,4.76806982100848e-11,"ENSG00000116679","IVNS1ABP"
"ENSG00000170421",1.81193564789372,9.12239958815397,22.6895346654378,9.66108349683922e-14,4.83295701929382e-11,"ENSG00000170421","KRT8"
"ENSG00000074410",4.36121518731285,4.20796489510142,22.6187917944986,1.01409525611842e-13,4.96948067141134e-11,"ENSG00000074410","CA12"
"ENSG00000143768",-4.45619409857777,4.27128140315931,-22.5013573652394,1.09820861157206e-13,5.27403703621364e-11,"ENSG00000143768","LEFTY2"
"ENSG00000166073",-2.59937846376951,6.37986057297587,-22.3298232115559,1.23333540350286e-13,5.806833276257e-11,"ENSG00000166073","GPR176"
"ENSG00000162545",3.17676148953645,4.06878014235024,22.2818487399676,1.27457020676869e-13,5.88557303940957e-11,"ENSG00000162545","CAMK2N1"
"ENSG00000125378",5.71940521067603,3.10961498643065,22.0662297513014,1.48493037558166e-13,6.7275751280126e-11,"ENSG00000125378","BMP4"
"ENSG00000166450",4.24490331936767,5.06248607622102,21.4059486980724,2.35116691066314e-13,1.0334708309534e-10,"ENSG00000166450","PRTG"
"ENSG00000147596",-2.79650058770138,5.03619099600213,-21.3787704181456,2.39567300554389e-13,1.0334708309534e-10,"ENSG00000147596","PRDM14"
"ENSG00000164695",3.21868549326151,3.90551334615817,21.3703277081917,2.41022682547854e-13,1.0334708309534e-10,"ENSG00000164695","CHMP4C"
"ENSG00000016082",10.3656408668149,-1.06581003645806,20.9994051006437,3.30916903024169e-13,1.39403099568708e-10,"ENSG00000016082","ISL1"
"ENSG00000088305",-1.46670425160236,10.1687378725526,-20.5612335581957,4.33576789456641e-13,1.7902262534768e-10,"ENSG00000088305","DNMT3B"
"ENSG00000157570",2.55480823420486,5.7731667705908,20.5417244189279,4.39877348638727e-13,1.7902262534768e-10,"ENSG00000157570","TSPAN18"
"ENSG00000129682",2.19779598014575,5.65728964299903,20.4606516279496,4.67113491075731e-13,1.85123854271241e-10,"ENSG00000129682","FGF13"
"ENSG00000109436",4.21598356100007,2.31652040088263,20.4523229369497,4.70287985613263e-13,1.85123854271241e-10,"ENSG00000109436","TBC1D9"
"ENSG00000198720",-2.75676268140852,4.39513992161851,-20.3615942074597,5.02848090346518e-13,1.94748199119364e-10,"ENSG00000198720","ANKRD13B"
"ENSG00000116285",2.65397064111509,6.43999067941062,20.2417043551866,5.50013213051355e-13,2.09633607488716e-10,"ENSG00000116285","ERRFI1"
"ENSG00000150510",-2.44283698296256,5.2784112079735,-20.0377381847736,6.41373760889209e-13,2.4063541791362e-10,"ENSG00000150510","FAM124A"
"ENSG00000183691",10.6265908639638,0.187206454652193,19.8940995612359,7.5549169372269e-13,2.79090254610296e-10,"ENSG00000183691","NOG"
"ENSG00000134569",2.9110858674197,6.1169714593418,19.7967015449748,7.70557733023172e-13,2.8034291341443e-10,"ENSG00000134569","LRP4"
"ENSG00000135111",14.2504341019311,-1.15114751023697,19.8876232326346,8.0332681275316e-13,2.87902737728789e-10,"ENSG00000135111","TBX3"
"ENSG00000111186",7.85445415192571,2.6379561927868,19.5832260114722,9.26315139208694e-13,3.27098222392341e-10,"ENSG00000111186","WNT5B"
"ENSG00000135074",2.31385353699219,6.3104247319499,19.5121176845002,9.59509788373035e-13,3.32534619253726e-10,"ENSG00000135074","ADAM19"
"ENSG00000170382",2.94097058227074,5.22314357257976,19.4982154561273,9.69935942674726e-13,3.32534619253726e-10,"ENSG00000170382","LRRN2"
"ENSG00000249321",8.55386211330774,-3.71177606110918,19.515936167438,9.83256620315449e-13,3.32534619253726e-10,"ENSG00000249321","OR5H5P"
"ENSG00000100473",2.77335521340865,4.58855250997512,19.3575615114765,1.08223965835449e-12,3.56455610352952e-10,"ENSG00000100473","COCH"
"ENSG00000144749",-3.03639955049612,6.81945425069336,-19.3558858781265,1.08367730950214e-12,3.56455610352952e-10,"ENSG00000144749","LRIG1"
"ENSG00000147601",-1.83222014424641,7.78907956713077,-19.1449445129897,1.27896831140671e-12,4.15007933695917e-10,"ENSG00000147601","TERF1"
"ENSG00000188483",7.57337592210115,0.910924027052406,19.1109307335659,1.33669180526005e-12,4.27955248372056e-10,"ENSG00000188483","IER5L"
"ENSG00000173947",3.66478147356756,3.302414829735,19.0580288475282,1.3702758874063e-12,4.32935060636842e-10,"ENSG00000173947","PIFO"
"ENSG00000234685",4.47154495900048,1.93207094276895,19.0166158824708,1.41713672467626e-12,4.39745833187244e-10,"ENSG00000234685","NUS1P2"
"ENSG00000166710",2.00109435599208,6.01429077693621,19.0054184723197,1.42845972799455e-12,4.39745833187244e-10,"ENSG00000166710","B2M"
"ENSG00000148680",2.72929510583074,5.22723562374725,18.9434559835924,1.50070539747222e-12,4.56138455748138e-10,"ENSG00000148680","HTR7"
"ENSG00000156574",2.63803479184585,5.21984046114068,18.887234856936,1.56960142619197e-12,4.67601976235149e-10,"ENSG00000156574","NODAL"
"ENSG00000138764",3.35650327047117,4.2811293240509,18.8811560111789,1.57736798580073e-12,4.67601976235149e-10,"ENSG00000138764","CCNG2"
"ENSG00000115596",10.1611167791385,-3.13052445221412,18.8945076528914,1.63796748552202e-12,4.79644820272617e-10,"ENSG00000115596","WNT6"
"ENSG00000284727",3.70185737911169,3.96780392971753,18.69232114465,1.83603022863846e-12,5.3116575722972e-10,"ENSG00000284727",NA
"ENSG00000182866",-2.56050396168327,5.37845125635535,-18.666191102818,1.87481536093459e-12,5.35929362461444e-10,"ENSG00000182866","LCK"
"ENSG00000185269",8.65214539062441,1.14997772544637,18.5239442804808,2.16573942819798e-12,6.11808648822235e-10,"ENSG00000185269","NOTUM"
"ENSG00000137267",2.02920366677439,8.46116151044933,18.4319804244306,2.26801118894503e-12,6.33249821731955e-10,"ENSG00000137267","TUBB2A"
"ENSG00000214336",3.60240306978385,4.33955734146523,18.4114369390374,2.30681868411409e-12,6.36681956815489e-10,"ENSG00000214336","FOXI3"
"ENSG00000143858",-3.82086771867263,4.10610109138593,-18.3508550137469,2.42454151689937e-12,6.61569214815769e-10,"ENSG00000143858","SYT2"
"ENSG00000158270",3.77580604203254,2.52597897834838,18.2753748791387,2.57976819310402e-12,6.89597285467857e-10,"ENSG00000158270","COLEC12"
"ENSG00000049089",5.40651445152415,3.92332472449159,18.276781695776,2.58469747176858e-12,6.89597285467857e-10,"ENSG00000049089","COL9A2"
"ENSG00000243709",-5.37135807245879,4.47514889332347,-18.211684436401,2.72703661143155e-12,7.19578056194444e-10,"ENSG00000243709","LEFTY1"
"ENSG00000185477",4.61384278243044,3.17014883754736,18.1186257688261,2.93977692886114e-12,7.67281778432759e-10,"ENSG00000185477","GPRIN3"
"ENSG00000011028",2.60823530249821,6.66385052746366,18.0636966009428,3.07352779740487e-12,7.91421927329649e-10,"ENSG00000011028","MRC2"
"ENSG00000124532",1.87428772650498,7.11448549320675,18.0540998842384,3.0981867886468e-12,7.91421927329649e-10,"ENSG00000124532","MRS2"
"ENSG00000165566",8.17118612951729,0.37825012249037,18.0014079295749,3.3147891034569e-12,8.37839115286391e-10,"ENSG00000165566","AMER2"
"ENSG00000130055",-3.70831364027992,3.22751908389809,-17.9536741318898,3.37004513035676e-12,8.38265633446405e-10,"ENSG00000130055","GDPD2"
"ENSG00000164120",8.89045013291484,2.97375183624101,17.9800422817311,3.40285694562724e-12,8.38265633446405e-10,"ENSG00000164120","HPGD"
"ENSG00000100095",6.80333050753416,2.52984671953876,17.9430433032834,3.43719651348265e-12,8.38265633446405e-10,"ENSG00000100095","SEZ6L"
"ENSG00000138650",7.55621851084505,4.10587624433996,17.9440721152148,3.45611767912686e-12,8.38265633446405e-10,"ENSG00000138650","PCDH10"
"ENSG00000155760",-2.06805645577496,7.61608037196308,-17.8178386139061,3.77680694367332e-12,9.06886883314837e-10,"ENSG00000155760","FZD7"
"ENSG00000166833",2.4442925988093,7.24625713145415,17.6308584573762,4.4252769134191e-12,1.05207672519821e-09,"ENSG00000166833","NAV2"
"ENSG00000189143",2.53633235342632,5.44589783136835,17.5456980678663,4.75886240336226e-12,1.12029219636799e-09,"ENSG00000189143","CLDN4"
"ENSG00000107338",2.71427872865804,4.34722355971222,17.4605295885741,5.11928959748267e-12,1.19344060014324e-09,"ENSG00000107338","SHB"
"ENSG00000100167",-2.26180225566477,5.56994631269472,-17.4446791332754,5.1894676200034e-12,1.1981682354954e-09,"ENSG00000100167","SEPTIN3"
"ENSG00000066735",-1.70438649707884,6.50962169688698,-17.3099901237409,5.82895986353147e-12,1.33299984993445e-09,"ENSG00000066735","KIF26A"
"ENSG00000180828",8.74563234643648,-4.32358258918534,17.3331222918471,5.89029780111915e-12,1.33431915849503e-09,"ENSG00000180828","BHLHE22"
"ENSG00000179023",-4.47302255624142,4.03150433901187,-17.2353932090772,6.22475199019882e-12,1.38478840529067e-09,"ENSG00000179023","KLHDC7A"
"ENSG00000112343",3.08943953418971,3.07098281234701,17.2336242648243,6.22843360700453e-12,1.38478840529067e-09,"ENSG00000112343","TRIM38"
"ENSG00000136110",-1.96007906264582,6.28232773440433,-17.1919160638564,6.45843678086043e-12,1.42275214662404e-09,"ENSG00000136110","CNMD"
"ENSG00000120149",12.5256591228666,1.40141291399666,17.245717355677,6.71452767865849e-12,1.46572035109043e-09,"ENSG00000120149","MSX2"
"ENSG00000109625",2.47233165154185,5.45706311173762,17.0855714225731,7.08725225806046e-12,1.53314505604097e-09,"ENSG00000109625","CPZ"
"ENSG00000105251",4.15420360553184,2.33847815328392,16.9672509569907,7.86834636305501e-12,1.68013305192137e-09,"ENSG00000105251","SHD"
"ENSG00000148175",2.78214704731866,4.51711830903792,16.9611110833525,7.90667311623831e-12,1.68013305192137e-09,"ENSG00000148175","STOM"
"ENSG00000162636",2.09684946199621,5.74102110482719,16.9307248954072,8.12151796016508e-12,1.71064815139898e-09,"ENSG00000162636","FAM102B"
"ENSG00000185668",-3.05400235634559,4.40168910104605,-16.8882058688255,8.43296871005315e-12,1.7608038666591e-09,"ENSG00000185668","POU3F1"
"ENSG00000108950",7.4404179896927,2.40180531822656,16.8955037463402,8.51870514999791e-12,1.76337196604957e-09,"ENSG00000108950","FAM20A"
"ENSG00000185155",7.41896470654022,4.04963180233262,16.7357788983047,9.81663407432903e-12,2.01467536233153e-09,"ENSG00000185155","MIXL1"
"ENSG00000113356",-2.60595282992197,5.4691501147115,-16.6742598582516,1.02024586379993e-11,2.07611387131898e-09,"ENSG00000113356","POLR3G"
"ENSG00000158055",7.61609125254221,1.88373846112953,16.6020877795622,1.10868016784668e-11,2.23711161263315e-09,"ENSG00000158055","GRHL3"
"ENSG00000188257",7.37934391740018,1.65600380686127,16.5844795590882,1.12387243450619e-11,2.24886874144688e-09,"ENSG00000188257","PLA2G2A"
"ENSG00000157240",3.5289286262402,2.93247958807828,16.4990018761644,1.19468258776182e-11,2.37080316506916e-09,"ENSG00000157240","FZD1"
"ENSG00000164649",-1.93962096109207,6.91699857818742,-16.4384474917964,1.26185084803271e-11,2.48357070188209e-09,"ENSG00000164649","CDCA7L"
"ENSG00000130700",12.0771952451801,-1.40434413605934,16.4820294911477,1.3130764611261e-11,2.56338146215935e-09,"ENSG00000130700","GATA5"
"ENSG00000197406",8.70957876905322,-1.39586594129193,16.3217765218506,1.44671953035652e-11,2.80150236797748e-09,"ENSG00000197406","DIO3"
"ENSG00000121316",2.59527901300122,5.64560146560789,16.2649377179098,1.47804849114294e-11,2.80290758687077e-09,"ENSG00000121316","PLBD1"
"ENSG00000164736",11.0261776490304,-3.48120312580992,16.3242556626688,1.49101455246111e-11,2.80290758687077e-09,"ENSG00000164736","SOX17"
"ENSG00000137203",13.1016324151413,0.65369547738829,16.3580888014507,1.49410505405079e-11,2.80290758687077e-09,"ENSG00000137203","TFAP2A"
"ENSG00000100604",-3.4566749163621,4.95710711642212,-16.2532405671629,1.49413697784216e-11,2.80290758687077e-09,"ENSG00000100604","CHGA"
"ENSG00000168461",2.41203961326504,5.96184126581839,16.2253186215084,1.53271551865655e-11,2.85298953751791e-09,"ENSG00000168461","RAB31"
"ENSG00000106031",8.19720872849876,-4.57119144787709,16.1230287308629,1.72604643306072e-11,3.1881405346657e-09,"ENSG00000106031","HOXA13"
"ENSG00000163666",-3.99517660372698,1.67351717447382,-15.9748635479417,1.93270531100929e-11,3.54260457465306e-09,"ENSG00000163666","HESX1"
"ENSG00000099860",4.5518132983341,2.85712423026684,15.9382562093622,2.00120507087808e-11,3.64037395166095e-09,"ENSG00000099860","GADD45B"
"ENSG00000102445",3.5612548440404,2.75401660073809,15.8340719634143,2.20380652299764e-11,3.97878212257288e-09,"ENSG00000102445","RUBCNL"
"ENSG00000153093",-3.62056615222651,3.67361310688172,-15.8162555366558,2.24102022394398e-11,4.01577444905543e-09,"ENSG00000153093","ACOXL"
"ENSG00000185070",4.68167764467957,3.90395622250104,15.7585208399102,2.36896911083494e-11,4.21360639180509e-09,"ENSG00000185070","FLRT2"
"ENSG00000115361",4.86061465522219,1.22025071535145,15.7291756483837,2.4364089326111e-11,4.30169494778366e-09,"ENSG00000115361","ACADL"
"ENSG00000104833",-2.58378867177317,4.80091134829367,-15.6424118399556,2.63998850928337e-11,4.5851324667122e-09,"ENSG00000104833","TUBB4A"
"ENSG00000154319",4.37160953884029,2.48865520054053,15.64192049223,2.64350362804211e-11,4.5851324667122e-09,"ENSG00000154319","FAM167A"
"ENSG00000165795",2.11211813244304,5.12255324107407,15.6284286079781,2.67522677534082e-11,4.5851324667122e-09,"ENSG00000165795","NDRG2"
"ENSG00000120949",-3.16435306488168,3.62898828143701,-15.6245521975277,2.68521303455289e-11,4.5851324667122e-09,"ENSG00000120949","TNFRSF8"
"ENSG00000142700",10.9227229973823,-2.92427583475111,15.6871065115424,2.6924191146361e-11,4.5851324667122e-09,"ENSG00000142700","DMRTA2"
"ENSG00000177108",-2.57870268173219,4.65491982797657,-15.4712309396462,3.10765781877764e-11,5.25500560172456e-09,"ENSG00000177108","ZDHHC22"
"ENSG00000137747",4.9268735283616,1.28908383135582,15.4471097018366,3.18667533141696e-11,5.35094042363524e-09,"ENSG00000137747","TMPRSS13"
"ENSG00000137198",4.13051601099689,1.0941200945076,15.3631701875957,3.44944590163237e-11,5.75195104097198e-09,"ENSG00000137198","GMPR"
"ENSG00000184557",2.25324541914479,4.80645197924473,15.3335418649676,3.54739308550684e-11,5.87448294959932e-09,"ENSG00000184557","SOCS3"
"ENSG00000058668",2.43016707907767,6.00735864697314,15.2615698594593,3.80308111371918e-11,6.2547660070291e-09,"ENSG00000058668","ATP2B4"
"ENSG00000107485",13.2151000884553,0.407249371421647,15.2726033893573,4.1548258783156e-11,6.78678088368124e-09,"ENSG00000107485","GATA3"
"ENSG00000130701",4.00169811317869,1.72998926766672,15.1438230276804,4.26627834726009e-11,6.92174835637901e-09,"ENSG00000130701","RBBP8NL"
"ENSG00000154096",-1.85608730852236,8.25816837192222,-15.12395223382,4.34791242688215e-11,7.00685054995263e-09,"ENSG00000154096","THY1"
"ENSG00000087510",3.0772886828615,3.78615219888361,14.9966838070701,4.92589208791586e-11,7.88252687498214e-09,"ENSG00000087510","TFAP2C"
"ENSG00000099994",3.33667818257662,2.14451481211882,14.9903489289202,4.95694468649968e-11,7.88252687498214e-09,"ENSG00000099994","SUSD2"
"ENSG00000119950",3.33405883710696,4.48027418550797,14.9594814585812,5.11001671652984e-11,8.07248167087596e-09,"ENSG00000119950","MXI1"
"ENSG00000163132",8.585641159778,1.25816672942564,14.9709682489818,5.20517863777663e-11,8.16906859152238e-09,"ENSG00000163132","MSX1"
"ENSG00000266074",8.37340927000888,2.8501062463352,14.9609715609114,5.24338829267765e-11,8.17559997946596e-09,"ENSG00000266074","BAHCC1"
"ENSG00000267909",-2.93301485081262,3.58865442994871,-14.9252074069542,5.28553322413915e-11,8.18814346955028e-09,"ENSG00000267909","CCDC177"
"ENSG00000173673",-7.61995913816494,1.25476701194219,-14.9338409541595,5.34157613395527e-11,8.22191834157269e-09,"ENSG00000173673","HES3"
"ENSG00000145642",2.52263163017412,3.56112672686908,14.7836339678426,6.0826412546965e-11,9.2696099285689e-09,"ENSG00000145642","SHISAL2B"
"ENSG00000163141",4.08732161391056,1.6373364567552,14.775693405251,6.13423426467199e-11,9.2696099285689e-09,"ENSG00000163141","BNIPL"
"ENSG00000061492",9.67642116085072,-1.45069858821895,14.8191368345985,6.13804755389995e-11,9.2696099285689e-09,"ENSG00000061492","WNT8A"
"ENSG00000008735",-3.05124668333732,2.63393531006808,-14.6931479681382,6.65837563503816e-11,9.99255723428351e-09,"ENSG00000008735","MAPK8IP2"
"ENSG00000171956",-4.14875371839902,2.82866573269912,-14.6599234733711,6.8878886901864e-11,1.02727939893637e-08,"ENSG00000171956","FOXB1"
"ENSG00000136938",1.42497995735983,7.75631642290741,14.4833939388567,8.22594273061852e-11,1.21926751140501e-08,"ENSG00000136938","ANP32B"
"ENSG00000105409",-2.53741993232825,4.805462713005,-14.4645344654457,8.38494897250275e-11,1.23521101059961e-08,"ENSG00000105409","ATP1A3"
"ENSG00000236438",1.77673233221004,7.23366958645549,14.4402320894034,8.59459869503396e-11,1.25837502356802e-08,"ENSG00000236438","FAM157A"
"ENSG00000125170",1.78986249881976,5.84113457849345,14.4186726194701,8.78525981923073e-11,1.27849490169314e-08,"ENSG00000125170","DOK4"
"ENSG00000128283",1.81348014647333,4.9467031356584,14.4063068350862,8.89663367055269e-11,1.28690341986332e-08,"ENSG00000128283","CDC42EP1"
"ENSG00000174498",1.75528916248022,7.27393333021939,14.3741023769688,9.19376369725735e-11,1.32192008322481e-08,"ENSG00000174498","IGDCC3"
"ENSG00000285576",6.18430833894942,-5.43441564689458,14.3276261307021,9.71493676429331e-11,1.38854203323935e-08,"ENSG00000285576",NA
"ENSG00000158825",2.60363589445007,3.52107050641299,14.2827835977671,1.00949393497477e-10,1.43431765482924e-08,"ENSG00000158825","CDA"
"ENSG00000087085",3.57124660774552,3.09612281868709,14.2640245567131,1.02930846901992e-10,1.45386793871214e-08,"ENSG00000087085","ACHE"
"ENSG00000182782",6.25359043543376,-5.43366405954867,14.2463380092183,1.05651850454559e-10,1.48357440533033e-08,"ENSG00000182782","HCAR2"
"ENSG00000145681",7.77023413427542,2.38393704724034,14.1961063330282,1.12718576285817e-10,1.56635852172259e-08,"ENSG00000145681","HAPLN1"
"ENSG00000165588",-3.4673177243839,4.71056768077762,-14.1678400455752,1.13656047607629e-10,1.56635852172259e-08,"ENSG00000165588","OTX2"
"ENSG00000128683",8.27715826261906,1.09241927894002,14.1912058739697,1.13934074366432e-10,1.56635852172259e-08,"ENSG00000128683","GAD1"
"ENSG00000167123",2.63941791089036,4.29577169195572,14.1634710372025,1.14156563926975e-10,1.56635852172259e-08,"ENSG00000167123","CERCAM"
"ENSG00000175894",6.52642251531201,0.821534015731629,14.1457343791802,1.17434042508949e-10,1.59656696890481e-08,"ENSG00000175894","TSPEAR"
"ENSG00000075461",3.7762366573695,3.42401904245497,14.1343089857729,1.17687969971744e-10,1.59656696890481e-08,"ENSG00000075461","CACNG4"
"ENSG00000164076",-2.28915546288624,5.65292634107327,-14.1160274545426,1.19905610292935e-10,1.61751321031121e-08,"ENSG00000164076","CAMKV"
"ENSG00000204612",-6.33156450967512,-1.09456372059433,-14.1101532834758,1.21682800074824e-10,1.63231698066853e-08,"ENSG00000204612","FOXB2"
"ENSG00000155090",2.0820337693335,4.76010005192901,14.0589100306583,1.27237070334947e-10,1.69734251826819e-08,"ENSG00000155090","KLF10"
"ENSG00000111879",2.28340060198721,5.12752378105213,14.030970617488,1.30994929759599e-10,1.73781781955109e-08,"ENSG00000111879","FAM184A"
"ENSG00000068078",3.29919827380571,5.13678435390731,14.0140222265216,1.33342088174683e-10,1.75923638530247e-08,"ENSG00000068078","FGFR3"
"ENSG00000115468",2.77187541998523,3.26049429030617,14.0078502083671,1.34194782291078e-10,1.76081153681605e-08,"ENSG00000115468","EFHD1"
"ENSG00000160801",6.26694778516209,0.753626869927139,14.0078195031175,1.35306088022418e-10,1.76574444869256e-08,"ENSG00000160801","PTH1R"
"ENSG00000142156",1.74258559644707,8.42650957555217,13.955718664777,1.41712598697922e-10,1.83935292969433e-08,"ENSG00000142156","COL6A1"
"ENSG00000170893",8.8919832625441,-1.71441742988463,13.9773719389428,1.43403203691807e-10,1.85128910056326e-08,"ENSG00000170893","TRH"
"ENSG00000134817",4.65964315913048,2.77564258621215,13.9133463407839,1.48369838535202e-10,1.89972498127137e-08,"ENSG00000134817","APLNR"
"ENSG00000124570",1.78347005021919,5.45923095124875,13.9095960542151,1.48737421488846e-10,1.89972498127137e-08,"ENSG00000124570","SERPINB6"
"ENSG00000180447",2.55456377025369,2.70574618999965,13.8767658233736,1.53962353948659e-10,1.95605504921439e-08,"ENSG00000180447","GAS1"
"ENSG00000179348",9.37207849082769,0.178106628246564,13.8977208910225,1.56920016368285e-10,1.98313864896592e-08,"ENSG00000179348","GATA2"
