"","logFC","AveExpr","t","P.Value","adj.P.Val","gene_id","gene"
"ENSG00000090530",2.50517285396508,6.13038307988572,10.5583874653758,7.61638850393204e-09,5.45924539571391e-07,"ENSG00000090530","P3H2"
"ENSG00000140511",-1.98623575813673,5.48720077735322,-10.5533035681748,7.6674852369613e-09,5.4795135568427e-07,"ENSG00000140511","HAPLN3"
"ENSG00000250722",2.72613922363054,3.0671759346558,10.5442772209499,7.75924145537839e-09,5.52863222037229e-07,"ENSG00000250722","SELENOP"
"ENSG00000221818",9.35748149454769,-1.95506085254894,10.5485913912519,8.08187430904238e-09,5.74147828132324e-07,"ENSG00000221818","EBF2"
"ENSG00000106952",8.2433111619168,-3.81242402078789,10.5324140835617,8.12659481156033e-09,5.7562181302415e-07,"ENSG00000106952","TNFSF8"
"ENSG00000115963",-3.76685108664953,4.36777423395033,-10.4923383727489,8.31260708212547e-09,5.87065650752932e-07,"ENSG00000115963","RND3"
"ENSG00000123689",-6.56317808294285,-3.16151620718723,-10.4699280101731,8.66579457655935e-09,6.10214250358778e-07,"ENSG00000123689","G0S2"
"ENSG00000163638",3.51812130634501,1.26094985011751,10.455034131979,8.73197130636372e-09,6.13076301194168e-07,"ENSG00000163638","ADAMTS9"
"ENSG00000155886",-6.05728010333359,1.30878617695611,-10.442836668673,8.94776125619269e-09,6.2639546146851e-07,"ENSG00000155886","SLC24A2"
"ENSG00000111879",1.85011264644675,5.12752378105213,10.4048569198633,9.33182595499418e-09,6.51383153579419e-07,"ENSG00000111879","FAM184A"
"ENSG00000283208",5.55148758538749,-0.896742935599596,10.3769182143756,9.73786896699467e-09,6.77755680102829e-07,"ENSG00000283208",NA
"ENSG00000136158",1.52498778287054,5.45935444182496,10.3484418422868,1.00608022065321e-08,6.98208042148119e-07,"ENSG00000136158","SPRY2"
"ENSG00000101144",1.90468581744424,4.926505206444,10.2641432917215,1.12641112009087e-08,7.79463510536659e-07,"ENSG00000101144","BMP7"
"ENSG00000198948",2.8468553809709,3.7860686223535,10.2591717259087,1.13399013530801e-08,7.82421534658887e-07,"ENSG00000198948","MFAP3L"
"ENSG00000163508",11.8203873992943,0.740804492467862,10.3225444646495,1.13720271362632e-08,7.82421534658887e-07,"ENSG00000163508","EOMES"
"ENSG00000162631",3.85224215927595,0.883227124686757,10.2375995588231,1.16790395709491e-08,8.01248851936087e-07,"ENSG00000162631","NTNG1"
"ENSG00000150551",3.71483068978746,2.71547660346973,10.208330135168,1.21477411640258e-08,8.31030087836435e-07,"ENSG00000150551","LYPD1"
"ENSG00000147869",3.52327583854995,3.17761271741179,10.1655149097594,1.28700692729685e-08,8.77943475518519e-07,"ENSG00000147869","CER1"
"ENSG00000197261",-5.09506656198454,0.884902203738739,-10.1532149330924,1.3127582823224e-08,8.92973140938396e-07,"ENSG00000197261","C6orf141"
"ENSG00000271824",6.57100092712679,-0.908765237475747,10.1563452171608,1.31947163315589e-08,8.95004317947433e-07,"ENSG00000271824","SMIM32"
"ENSG00000138795",8.65672527924706,-0.666147301718513,10.1713771379453,1.32475042334289e-08,8.96053722966465e-07,"ENSG00000138795","LEF1"
"ENSG00000138670",2.88118864700505,2.25963523303885,10.1185192956535,1.37147362450466e-08,9.25051254820388e-07,"ENSG00000138670","RASGEF1B"
"ENSG00000285566",6.65919867620863,-5.24421543326225,10.1228866737695,1.38188151169949e-08,9.29460472238884e-07,"ENSG00000285566",NA
"ENSG00000198785",6.32732678536326,-5.27614873895049,10.1077033830926,1.40674032179069e-08,9.4353767058207e-07,"ENSG00000198785","GRIN3A"
"ENSG00000196139",-2.56367898829504,2.75496065263615,-10.0619822095886,1.48120392518713e-08,9.90715004222655e-07,"ENSG00000196139","AKR1C3"
"ENSG00000276231",-6.88005644897077,-1.29602107389469,-10.07139360815,1.48537308250563e-08,9.90743846031258e-07,"ENSG00000276231","PIK3R6"
"ENSG00000165617",2.01958780339171,4.01543855790423,10.0096615652605,1.59103676801207e-08,1.05610471585353e-06,"ENSG00000165617","DACT1"
"ENSG00000055732",2.98695860133084,1.54490410356483,10.0091738848673,1.59216186547967e-08,1.05610471585353e-06,"ENSG00000055732","MCOLN3"
"ENSG00000131203",-4.2716904483207,3.18201010572295,-10.00728648212,1.59790352768969e-08,1.05699337484531e-06,"ENSG00000131203","IDO1"
"ENSG00000158786",6.56288838177566,-5.1353424342994,10.0102481235996,1.61021161450979e-08,1.06028883335904e-06,"ENSG00000158786","PLA2G2F"
"ENSG00000015568",3.15965129004749,5.914219575482,10.0002908073395,1.61171674236236e-08,1.06028883335904e-06,"ENSG00000015568","RGPD5"
"ENSG00000129682",1.50191276871138,5.65728964299903,9.99414768934656,1.62523258449045e-08,1.06625914805422e-06,"ENSG00000129682","FGF13"
"ENSG00000137273",8.92132794117162,-3.29182851923728,10.0217857453205,1.63076503483296e-08,1.0669735699294e-06,"ENSG00000137273","FOXF2"
"ENSG00000120833",1.86501529838981,5.28316591318459,9.98684068178794,1.64160649528682e-08,1.07114823817465e-06,"ENSG00000120833","SOCS2"
"ENSG00000131459",-1.66628890771473,6.81514737076682,-9.98035600101541,1.6562833290366e-08,1.07779607850479e-06,"ENSG00000131459","GFPT2"
"ENSG00000134775",-2.65602725109133,3.4306770134668,-9.96023679910994,1.70272201760435e-08,1.10502056991124e-06,"ENSG00000134775","FHOD3"
"ENSG00000102243",5.99931941478464,-5.70500507661498,9.94368246366262,1.75661830943652e-08,1.13692503628544e-06,"ENSG00000102243","VGLL1"
"ENSG00000163909",-2.439660932271,2.49157191583472,-9.92684055050259,1.78282367529725e-08,1.1507839271838e-06,"ENSG00000163909","HEYL"
"ENSG00000284128",2.91173796330366,1.48464658709357,9.9124329258896,1.81865186321956e-08,1.17076323162542e-06,"ENSG00000284128",NA
"ENSG00000087128",5.88988476218317,1.87113808362036,9.8965319528198,1.87330922099374e-08,1.20272462605619e-06,"ENSG00000087128","TMPRSS11E"
"ENSG00000215218",3.58278049771937,0.603499149833942,9.88216189065141,1.89674269239023e-08,1.21452228079131e-06,"ENSG00000215218","UBE2QL1"
"ENSG00000204347",-4.2963656238701,1.90681176786213,-9.88031873082897,1.90322318769874e-08,1.21543072295272e-06,"ENSG00000204347","BTBD17"
"ENSG00000142173",1.38263533475971,7.78907284105205,9.8742913519032,1.91702240225281e-08,1.22099580697333e-06,"ENSG00000142173","COL6A2"
"ENSG00000184292",2.98419525642121,1.68239420864211,9.85924822775062,1.95744822131735e-08,1.24344567963683e-06,"ENSG00000184292","TACSTD2"
"ENSG00000163683",1.98332111034592,4.95377707155345,9.83526965300415,2.02354821979928e-08,1.28204326791083e-06,"ENSG00000163683","SMIM14"
"ENSG00000121653",-1.72761294314075,5.54257341826605,-9.81292052476306,2.0873534460612e-08,1.3189876564953e-06,"ENSG00000121653","MAPK8IP1"
"ENSG00000184524",-5.2108770844012,0.504622593087911,-9.80986860904163,2.10457523840806e-08,1.32637954395418e-06,"ENSG00000184524","CEND1"
"ENSG00000101180",-6.89921497763326,-0.724257426650006,-9.78933448526111,2.1922608883828e-08,1.37802535214261e-06,"ENSG00000101180","HRH3"
"ENSG00000204612",-4.92485971336275,-1.09456372059433,-9.74693410331535,2.29494241668694e-08,1.43880306291088e-06,"ENSG00000204612","FOXB2"
"ENSG00000163762",-6.89794585662811,0.303250899208267,-9.71842735374961,2.42065264660833e-08,1.51366435808227e-06,"ENSG00000163762","TM4SF18"
"ENSG00000185483",-2.05167967636584,5.90671783287651,-9.69814068908405,2.45017384524097e-08,1.52778818251753e-06,"ENSG00000185483","ROR1"
"ENSG00000181291",6.90359105286609,1.55923078208419,9.708138979732,2.45596467787676e-08,1.52778818251753e-06,"ENSG00000181291","TMEM132E"
"ENSG00000158246",-1.8508935333334,5.77337825897981,-9.66603844319816,2.56313309346861e-08,1.58660239251588e-06,"ENSG00000158246","TENT5B"
"ENSG00000135638",-3.41941519002211,1.64638660885449,-9.6659942441757,2.56372533856473e-08,1.58660239251588e-06,"ENSG00000135638","EMX1"
"ENSG00000113916",2.40431149857434,2.72916579458745,9.64075845535571,2.6559508887888e-08,1.63754677236037e-06,"ENSG00000113916","BCL6"
"ENSG00000137198",2.26405901261635,1.0941200945076,9.63976027029049,2.65968366325397e-08,1.63754677236037e-06,"ENSG00000137198","GMPR"
"ENSG00000178996",1.60496870474263,5.30553016437537,9.63444921926414,2.6796559448229e-08,1.64179384885978e-06,"ENSG00000178996","SNX18"
"ENSG00000141448",9.75564330257365,-2.81651377494745,9.67363100401457,2.68025649155853e-08,1.64179384885978e-06,"ENSG00000141448","GATA6"
"ENSG00000166750",1.91375528631586,4.0207263609972,9.61779151116094,2.74333672973111e-08,1.67615780036395e-06,"ENSG00000166750","SLFN5"
"ENSG00000112562",2.048488984744,2.55566636123631,9.61289296545071,2.76236558012108e-08,1.68350056624029e-06,"ENSG00000112562","SMOC2"
"ENSG00000135862",1.65775942467803,8.65554533759198,9.57212577041039,2.92622557840124e-08,1.7782168418252e-06,"ENSG00000135862","LAMC1"
"ENSG00000158955",3.50056039721876,0.460939599132638,9.57074194355782,2.93259149326495e-08,1.7782168418252e-06,"ENSG00000158955","WNT9B"
"ENSG00000136141",1.70380680146822,4.37280807880718,9.56681278945918,2.948323293914e-08,1.78325286986053e-06,"ENSG00000136141","LRCH1"
"ENSG00000198797",-7.12391568130387,-1.64483709440406,-9.57375875906301,2.97513725939207e-08,1.79494964503825e-06,"ENSG00000198797","BRINP2"
"ENSG00000132746",8.59312682720165,-2.00705200301861,9.57902059821361,3.00906768778929e-08,1.81087050925304e-06,"ENSG00000132746","ALDH3B2"
"ENSG00000175793",1.9839691019734,3.20492700789148,9.52630147948554,3.12270921428264e-08,1.87456234133387e-06,"ENSG00000175793","SFN"
"ENSG00000102924",3.50584734016206,3.32567615290491,9.52260752306808,3.13982777902664e-08,1.8801382700745e-06,"ENSG00000102924","CBLN1"
"ENSG00000140022",2.17370993497735,4.27449099987687,9.43026795628742,3.58096088019624e-08,2.1389560362008e-06,"ENSG00000140022","STON2"
"ENSG00000087245",1.80261937277876,6.45870788639425,9.39945352423806,3.74259872462261e-08,2.22995733438308e-06,"ENSG00000087245","MMP2"
"ENSG00000148680",1.66514688720514,5.22723562374725,9.38200563021642,3.83751411553716e-08,2.28085121144253e-06,"ENSG00000148680","HTR7"
"ENSG00000095015",1.5675823167637,4.86191574681963,9.37647888616159,3.86810528530871e-08,2.29335664471192e-06,"ENSG00000095015","MAP3K1"
"ENSG00000164976",1.57379747626999,5.8095890649084,9.33679829552056,4.09542504636856e-08,2.42215138456655e-06,"ENSG00000164976","MYORG"
"ENSG00000143333",1.98217917990837,4.11852542900457,9.32651948627893,4.15657508150395e-08,2.45227717093545e-06,"ENSG00000143333","RGS16"
"ENSG00000116983",-5.74468363165435,-1.26824771603374,-9.32876838561029,4.17292355045115e-08,2.45577759835765e-06,"ENSG00000116983","HPCAL4"
"ENSG00000103490",1.67454418146444,4.71833719067064,9.32213293400088,4.1829628424466e-08,2.45577759835765e-06,"ENSG00000103490","PYCARD"
"ENSG00000160716",-3.12383813283573,2.4564169375876,-9.31599120382913,4.22050727692818e-08,2.47177611545365e-06,"ENSG00000160716","CHRNB2"
"ENSG00000275832",-2.52946505074711,4.84837314277136,-9.31389525075154,4.23301799488716e-08,2.47307124314429e-06,"ENSG00000275832","ARHGAP23"
"ENSG00000100678",-6.56317308901229,-3.00538981644959,-9.31192642030738,4.30335695438229e-08,2.50806328127737e-06,"ENSG00000100678","SLC8A3"
"ENSG00000081026",1.71749001387423,4.49695655021869,9.29644304636742,4.34108841200617e-08,2.52392772273831e-06,"ENSG00000081026","MAGI3"
"ENSG00000113494",4.96886810540887,2.75948136363248,9.26721068992693,4.54315371517864e-08,2.63502915480361e-06,"ENSG00000113494","PRLR"
"ENSG00000148798",-1.90065040693733,4.0483587673631,-9.21757969090337,4.86705468027045e-08,2.81608956584708e-06,"ENSG00000148798","INA"
"ENSG00000113361",3.8995634726977,1.95393984746701,9.19242574185688,5.05153350542385e-08,2.91580342625571e-06,"ENSG00000113361","CDH6"
"ENSG00000176170",3.2902952483787,1.03827949015559,9.18960612504815,5.07002783663013e-08,2.91946063340917e-06,"ENSG00000176170","SPHK1"
"ENSG00000124143",3.39640748239677,0.891180756098761,9.18239440015363,5.1238571439744e-08,2.94339851055295e-06,"ENSG00000124143","ARHGAP40"
"ENSG00000007171",-3.22684445554354,1.44455092142366,-9.17512054739806,5.17816684469177e-08,2.96749742899138e-06,"ENSG00000007171","NOS2"
"ENSG00000128045",-1.65763965317169,5.0829011313576,-9.16984134290239,5.21768498556419e-08,2.98302504460398e-06,"ENSG00000128045","RASL11B"
"ENSG00000173262",1.74642558261598,4.15010869233659,9.15648815041534,5.32045045218025e-08,3.03455240517226e-06,"ENSG00000173262","SLC2A14"
"ENSG00000140807",3.71391486762835,4.84008039264949,9.1386330711969,5.46332680927237e-08,3.1086588470201e-06,"ENSG00000140807","NKD1"
"ENSG00000144355",7.978006894863,-2.73406854310078,9.14118098016149,5.60805684848909e-08,3.18346716420615e-06,"ENSG00000144355","DLX1"
"ENSG00000065154",1.39369744048607,6.62099468581977,9.09630592486259,5.8107604958588e-08,3.28157882185857e-06,"ENSG00000065154","OAT"
"ENSG00000172318",-2.37900170295957,3.20181582400604,-9.09512243297223,5.82087905505207e-08,3.28157882185857e-06,"ENSG00000172318","B3GALT1"
"ENSG00000140015",3.89161738220171,1.21149898670989,9.09539704380236,5.82189146306743e-08,3.28157882185857e-06,"ENSG00000140015","KCNH5"
"ENSG00000185669",-2.42346794032289,2.56950340868487,-9.09207623236292,5.8469800462021e-08,3.28800198757389e-06,"ENSG00000185669","SNAI3"
"ENSG00000235205",7.75183370314136,-4.22597684291946,9.10387874877113,5.90594347967769e-08,3.31339987929955e-06,"ENSG00000235205","TATDN2P3"
"ENSG00000198576",-4.16431336454332,1.94707319646327,-9.03594033254885,6.35688266586008e-08,3.5580761438842e-06,"ENSG00000198576","ARC"
"ENSG00000166736",-2.57446269544567,2.51152068287084,-9.03333469837952,6.37507643592615e-08,3.55996128789439e-06,"ENSG00000166736","HTR3A"
"ENSG00000146197",2.64448460743071,2.00640535804455,9.02633924527314,6.44124964710598e-08,3.58856813286099e-06,"ENSG00000146197","SCUBE3"
"ENSG00000176907",8.14672057277712,-2.81475231805508,9.02461302357841,6.67375906810836e-08,3.70120681665367e-06,"ENSG00000176907","TCIM"
"ENSG00000063015",-6.90511434589165,0.267107006759628,-9.01413764862378,6.67425683662767e-08,3.70120681665367e-06,"ENSG00000063015","SEZ6"
"ENSG00000165072",-2.61950075295014,2.3964943381713,-8.99246431583151,6.77195881347374e-08,3.74673444767584e-06,"ENSG00000165072","MAMDC2"
"ENSG00000148677",6.68791384376207,0.404390002596098,8.99891853273103,6.8110732281103e-08,3.75971242191688e-06,"ENSG00000148677","ANKRD1"
"ENSG00000188313",1.51450210902858,5.32915649192874,8.98334306189535,6.86396633291041e-08,3.78021925655607e-06,"ENSG00000188313","PLSCR1"
"ENSG00000134352",2.92168619955921,4.79955599876364,8.97158737681899,6.98482452826796e-08,3.83797726711145e-06,"ENSG00000134352","IL6ST"
"ENSG00000197471",-2.53748866802965,2.17013518143162,-8.96086819415336,7.09653275904669e-08,3.89045535639793e-06,"ENSG00000197471","SPN"
"ENSG00000100767",-3.1891773489763,3.01176190705824,-8.93501333910376,7.37497497939344e-08,4.03389292039169e-06,"ENSG00000100767","PAPLN"
"ENSG00000170011",-3.52725012976176,1.27207914612476,-8.92773023079141,7.45647110523248e-08,4.06919964042824e-06,"ENSG00000170011","MYRIP"
"ENSG00000117525",3.12840733823725,3.24076975359866,8.9190961366363,7.55154484258879e-08,4.11173911020957e-06,"ENSG00000117525","F3"
"ENSG00000172551",6.72374621906225,-5.06377879475178,8.90657609803819,7.81585993870489e-08,4.24602780199507e-06,"ENSG00000172551","MUCL1"
"ENSG00000162881",2.87163195442132,1.65312291445362,8.88357074581305,7.96178839619761e-08,4.31554092481935e-06,"ENSG00000162881","OXER1"
"ENSG00000170955",-2.26037605981686,3.73487776323955,-8.87910453676003,8.01481668385168e-08,4.33449950929384e-06,"ENSG00000170955","CAVIN3"
"ENSG00000223484",4.69273886241986,-5.97219684177582,8.86532132834532,8.20077525915603e-08,4.4251014724237e-06,"ENSG00000223484","TRPC6P"
"ENSG00000124942",4.34893869387564,3.59054084060662,8.86155416449118,8.23927819750747e-08,4.43590914974326e-06,"ENSG00000124942","AHNAK"
"ENSG00000214274",3.4180013767591,0.9938365905872,8.85728395315305,8.28204476679195e-08,4.44895881298005e-06,"ENSG00000214274","ANG"
"ENSG00000184613",-2.11917867260207,5.17034604781037,-8.84953265956399,8.37703443020873e-08,4.48994086469134e-06,"ENSG00000184613","NELL2"
"ENSG00000138449",6.48958012794242,-3.587821782102,8.84661976729234,8.52923647459465e-08,4.56133688703712e-06,"ENSG00000138449","SLC40A1"
"ENSG00000255398",5.1592799720357,-6.0025552043938,8.835989128173,8.58482650772717e-08,4.58086342452322e-06,"ENSG00000255398","HCAR3"
"ENSG00000163492",-4.5494224689376,1.39954570407283,-8.82802283004369,8.66795164680749e-08,4.61496352423817e-06,"ENSG00000163492","CCDC141"
"ENSG00000119242",4.06573427860827,0.968823910544372,8.80803277911906,8.92231859010377e-08,4.73988305277814e-06,"ENSG00000119242","CCDC92"
"ENSG00000171823",1.96063429765686,3.58935963321422,8.79411487891555,9.10299637618526e-08,4.82519092682032e-06,"ENSG00000171823","FBXL14"
"ENSG00000197408",-7.43550507830485,-0.987757080590981,-8.79913203517989,9.25517272697094e-08,4.89504862378912e-06,"ENSG00000197408","CYP2B6"
"ENSG00000148180",1.42626823765169,5.81585925271969,8.74366917430164,9.8214511557608e-08,5.18313593740941e-06,"ENSG00000148180","GSN"
"ENSG00000155158",1.91664819804873,4.12433914064924,8.74174755615629,9.84997151638591e-08,5.18678763270742e-06,"ENSG00000155158","TTC39B"
"ENSG00000124233",-4.85590359203566,0.436252863488579,-8.71376569180902,1.03060049977352e-07,5.41505015329577e-06,"ENSG00000124233","SEMG1"
"ENSG00000118785",2.3477002357101,5.4060065547303,8.6970522980401,1.05385099018208e-07,5.52512444896336e-06,"ENSG00000118785","SPP1"
"ENSG00000204335",9.84063870634546,-0.0279330639125407,8.72965306297587,1.06605197890032e-07,5.57691505824714e-06,"ENSG00000204335","SP5"
"ENSG00000007237",2.44510301861614,4.76197200915391,8.66981201843109,1.09828232113224e-07,5.73303371631029e-06,"ENSG00000007237","GAS7"
"ENSG00000164946",3.41629935926162,2.56791788323526,8.65530034909882,1.12297052804966e-07,5.84919052484346e-06,"ENSG00000164946","FREM1"
"ENSG00000173404",-5.45095005853873,-3.95401532397148,-8.60798066618249,1.21379108601474e-07,6.30856094315715e-06,"ENSG00000173404","INSM1"
"ENSG00000173334",-1.80322582745427,4.6004885106119,-8.5933193167175,1.23389118468061e-07,6.39917821307793e-06,"ENSG00000173334","TRIB1"
"ENSG00000283526",4.05149269639038,0.271322058472323,8.57978039306123,1.26076954433345e-07,6.52448239192561e-06,"ENSG00000283526","PRRT1B"
"ENSG00000148488",4.20554103013141,1.23338700765711,8.55466120552557,1.31053555830813e-07,6.7674365217408e-06,"ENSG00000148488","ST8SIA6"
"ENSG00000138161",-5.70441760448803,1.0495147074073,-8.55383424827066,1.32070745183813e-07,6.80532775397795e-06,"ENSG00000138161","CUZD1"
"ENSG00000156475",-2.08505775355862,3.89408416281805,-8.52939436701445,1.36071182996138e-07,6.99644806446098e-06,"ENSG00000156475","PPP2R2B"
"ENSG00000133937",6.53657424729662,-2.37161543621571,8.53010346273063,1.37928345960988e-07,7.07678513507531e-06,"ENSG00000133937","GSC"
"ENSG00000115232",-2.86953628319322,1.93642548324719,-8.51252168595096,1.39646567216578e-07,7.14966603838906e-06,"ENSG00000115232","ITGA4"
"ENSG00000178233",-2.08205492197543,3.61466158038873,-8.50487320764689,1.41293179613923e-07,7.21857835933939e-06,"ENSG00000178233","TMEM151B"
"ENSG00000112759",-1.50434069727651,7.31580866825737,-8.49901784487466,1.42570977354141e-07,7.26839555886969e-06,"ENSG00000112759","SLC29A1"
"ENSG00000008323",1.70411808708524,5.68660676024117,8.48727012357146,1.45171484440899e-07,7.38529170422641e-06,"ENSG00000008323","PLEKHG6"
"ENSG00000129595",2.4340012342068,3.82991324004685,8.47952779810702,1.46913084963495e-07,7.45809090093749e-06,"ENSG00000129595","EPB41L4A"
"ENSG00000214076",2.24231979517772,2.48474243067963,8.45561949464656,1.52429021433803e-07,7.72178409845671e-06,"ENSG00000214076","CPSF1P1"
"ENSG00000144583",-3.2431655744406,1.80343593538583,-8.45322127253461,1.53013145232303e-07,7.73505609119592e-06,"ENSG00000144583","MARCHF4"
"ENSG00000181744",2.58384090421549,4.58598247109777,8.43599158115215,1.57121519484352e-07,7.91562635897458e-06,"ENSG00000181744","DIPK2A"
"ENSG00000177191",3.11874203153279,1.06634763314621,8.43553390811547,1.5724445165879e-07,7.91562635897458e-06,"ENSG00000177191","B3GNT8"
"ENSG00000107779",1.50074611347484,6.85218989563847,8.43177189756649,1.58148408616743e-07,7.94447612490634e-06,"ENSG00000107779","BMPR1A"
"ENSG00000020633",5.19859504391304,1.17438018343652,8.42694065600033,1.60083336345218e-07,8.0248874161198e-06,"ENSG00000020633","RUNX3"
"ENSG00000185052",-2.42020858282875,2.38622788871146,-8.40039628112503,1.66019649455254e-07,8.30513296399907e-06,"ENSG00000185052","SLC24A3"
"ENSG00000163873",3.26939509671257,2.65226964703167,8.39699182295746,1.66920343904313e-07,8.33283014101946e-06,"ENSG00000163873","GRIK3"
"ENSG00000105499",-2.75269161907561,2.72509148111477,-8.3888972915228,1.69009144835259e-07,8.41960080038225e-06,"ENSG00000105499","PLA2G4C"
"ENSG00000105137",-1.75466727862745,4.1558925567495,-8.37808298741238,1.71866198933541e-07,8.54420531841031e-06,"ENSG00000105137","SYDE1"
"ENSG00000160145",2.49642321083986,3.6693797977983,8.36993442640244,1.74056009605812e-07,8.63519194763378e-06,"ENSG00000160145","KALRN"
"ENSG00000158815",7.16356818398998,-1.64581423225217,8.3775636761603,1.75810702234996e-07,8.70426099395202e-06,"ENSG00000158815","FGF17"
"ENSG00000101445",-1.65981794927005,4.56915603442543,-8.36164541241594,1.76311766278767e-07,8.71110726725462e-06,"ENSG00000101445","PPP1R16B"
"ENSG00000164488",-3.60526291821866,1.29888505602848,-8.35276273301684,1.78826194525639e-07,8.81719626889043e-06,"ENSG00000164488","DACT2"
"ENSG00000198774",3.75988549842307,0.0581355694960097,8.34126106655245,1.82083972452699e-07,8.95942693961928e-06,"ENSG00000198774","RASSF9"
"ENSG00000005513",-2.04477234745943,3.32480862999174,-8.33713943934939,1.83165111934458e-07,8.99419359462209e-06,"ENSG00000005513","SOX8"
"ENSG00000070669",1.47629364406004,7.33451092383524,8.33189287733926,1.84668363447224e-07,9.04806479302163e-06,"ENSG00000070669","ASNS"
"ENSG00000180347",-4.71058023873732,-0.833336513525923,-8.33236900758823,1.8501581764841e-07,9.04806479302163e-06,"ENSG00000180347","ITPRID1"
"ENSG00000167861",1.92382445921831,4.85583558829149,8.32497052015188,1.8667167814439e-07,9.11048848699817e-06,"ENSG00000167861","HID1"
"ENSG00000112062",1.54814050935925,6.11712307211016,8.3092107303727,1.91318118642541e-07,9.31831777858965e-06,"ENSG00000112062","MAPK14"
"ENSG00000137486",2.24339703952905,4.79510826878196,8.30391189974837,1.92907725277871e-07,9.37672125378996e-06,"ENSG00000137486","ARRB1"
"ENSG00000130528",2.26546940644873,3.07900962356411,8.29164247305006,1.96641513593315e-07,9.53155114761831e-06,"ENSG00000130528","HRC"
"ENSG00000137078",-2.99193531856623,1.92822262062595,-8.29087872584162,1.96886946910656e-07,9.53155114761831e-06,"ENSG00000137078","SIT1"
"ENSG00000121207",-2.91947415977144,3.04897228001352,-8.28468502315105,1.98800395426399e-07,9.60481910458488e-06,"ENSG00000121207","LRAT"
"ENSG00000152207",7.25156032492866,-4.54290428496699,8.29317483894038,2.00775117212625e-07,9.67338537114152e-06,"ENSG00000152207","CYSLTR2"
"ENSG00000114631",-1.48123482984283,5.78349775857946,-8.27754477968897,2.01025291529219e-07,9.67338537114152e-06,"ENSG00000114631","PODXL2"
"ENSG00000115170",1.60368842324598,4.6839076541567,8.26569895591337,2.04788385799426e-07,9.83475743963163e-06,"ENSG00000115170","ACVR1"
"ENSG00000197747",-1.65469125580543,4.95442692817423,-8.26229371651208,2.05883774025719e-07,9.86762710959197e-06,"ENSG00000197747","S100A10"
"ENSG00000139364",-3.34373531004478,4.3061273898142,-8.24112183181352,2.12871399004412e-07,1.01822072368405e-05,"ENSG00000139364","TMEM132B"
"ENSG00000269713",2.23115541250918,3.19220268439489,8.23764593329765,2.13998378566857e-07,1.02157635509888e-05,"ENSG00000269713","NBPF9"
"ENSG00000083307",1.72533552142905,5.59430288570051,8.22683001557415,2.1766431609279e-07,1.03701499167065e-05,"ENSG00000083307","GRHL2"
"ENSG00000135919",2.18387697379929,6.57206981601155,8.21783953611316,2.20762038507905e-07,1.04969070666373e-05,"ENSG00000135919","SERPINE2"
"ENSG00000273604",1.83276243983723,2.84177808559961,8.19753148409592,2.27930446545587e-07,1.08163357360724e-05,"ENSG00000273604","EPOP"
"ENSG00000138944",-1.99365355722235,3.04798564217137,-8.19416183338148,2.2914337271117e-07,1.08524470720722e-05,"ENSG00000138944","SHISAL1"
"ENSG00000103241",7.71396255643888,-3.98499431789556,8.20900333650249,2.30567321913676e-07,1.08983908145496e-05,"ENSG00000103241","FOXF1"
"ENSG00000077063",-1.87460062481526,4.33802261986952,-8.17914181771842,2.34632808415601e-07,1.10687681643918e-05,"ENSG00000077063","CTTNBP2"
"ENSG00000128268",1.65949888230936,4.76762828079867,8.16756397171872,2.38958388513714e-07,1.12507231862575e-05,"ENSG00000128268","MGAT3"
"ENSG00000160233",1.59829964922511,4.35640922174872,8.16176850343591,2.41154995007326e-07,1.13319251274284e-05,"ENSG00000160233","LRRC3"
"ENSG00000206384",4.00573172616695,-0.678961135865974,8.15076056365091,2.45598151703083e-07,1.15181695677625e-05,"ENSG00000206384","COL6A6"
"ENSG00000110076",-2.49877510882949,3.48003131160161,-8.14266499702651,2.48548405033188e-07,1.16338095548868e-05,"ENSG00000110076","NRXN2"
"ENSG00000138639",4.16895852636489,-0.0239518184080118,8.13051593079209,2.53669252875901e-07,1.18504009728719e-05,"ENSG00000138639","ARHGAP24"
"ENSG00000084628",-1.41435623143867,5.65096189129851,-8.12620262950134,2.55107806659512e-07,1.18944634048703e-05,"ENSG00000084628","NKAIN1"
"ENSG00000185352",2.47356930131178,2.12170901504175,8.11754739383205,2.58631193298408e-07,1.20353725067468e-05,"ENSG00000185352","HS6ST3"
"ENSG00000270450",4.88743736743278,-5.88917368109022,8.11137040110828,2.62072950557896e-07,1.21719452394511e-05,"ENSG00000270450","IGKV2OR2-7"
"ENSG00000099998",4.95248879223639,1.43955806850762,8.10517989236378,2.64735494371584e-07,1.22718700595569e-05,"ENSG00000099998","GGT5"
"ENSG00000156564",-4.39306397355702,-1.19904736453487,-8.10177231028378,2.65637266358647e-07,1.22899461267896e-05,"ENSG00000156564","LRFN2"
"ENSG00000049283",2.3416482708282,2.81199129972126,8.09787831560944,2.66825640078536e-07,1.23211870568573e-05,"ENSG00000049283","EPN3"
"ENSG00000173218",1.65174323684163,5.64199568740519,8.07050092845479,2.78688419101901e-07,1.28442731659786e-05,"ENSG00000173218","VANGL1"
"ENSG00000130529",1.91840176412784,4.10994775754654,8.06713501690733,2.80184738693233e-07,1.28695352642738e-05,"ENSG00000130529","TRPM4"
"ENSG00000061337",-2.22200649356648,3.39843921363522,-8.06685808156504,2.80308468399766e-07,1.28695352642738e-05,"ENSG00000061337","LZTS1"
